Id,SalePrice
1461,85870.3459915003
1462,169073.07706183312
1470,169073.07706183312
1510,169073.07706183312
1511,173749.10722637188
1512,169073.07706183312
1519,169073.07706183312
1520,169073.07706183312
1521,169073.07706183312
1522,169073.07706183312
1524,169073.07706183312
1525,169073.07706183312
1529,169073.07706183312
1530,169073.07706183312
1625,169073.07706183312
1626,169073.07706183312
1648,141044.81786903925
1649,169073.07706183312
1650,169073.07706183312
1651,169073.07706183312
1660,169073.07706183312
1752,169073.07706183312
1753,141044.81786903925
1756,169073.07706183312
1757,169073.07706183312
1758,169073.07706183312
1759,169073.07706183312
1760,169073.07706183312
1761,141044.81786903925
1764,169073.07706183312
1765,169073.07706183312
1766,169073.07706183312
1767,169073.07706183312
1768,169073.07706183312
1769,169073.07706183312
1770,169073.07706183312
1771,141044.81786903925
1772,169073.07706183312
1773,169073.07706183312
1775,169073.07706183312
1776,169073.07706183312
1778,169073.07706183312
1779,173749.10722637188
1781,169073.07706183312
1792,169073.07706183312
1793,169073.07706183312
1794,169073.07706183312
1795,169073.07706183312
1796,169073.07706183312
1798,169073.07706183312
1799,169073.07706183312
1805,169073.07706183312
1960,141044.81786903925
1961,169073.07706183312
2048,169073.07706183312
2051,169073.07706183312
2052,141044.81786903925
2053,169073.07706183312
2055,169073.07706183312
2056,169073.07706183312
2057,169073.07706183312
2059,169073.07706183312
2060,169073.07706183312
2061,169073.07706183312
2062,169073.07706183312
2063,169073.07706183312
2064,169073.07706183312
2065,169073.07706183312
2066,169073.07706183312
2067,169073.07706183312
2073,169073.07706183312
2074,169073.07706183312
2075,169073.07706183312
2076,169073.07706183312
2077,169073.07706183312
2078,169073.07706183312
2084,169073.07706183312
2085,141044.81786903925
2252,169073.07706183312
2278,169073.07706183312
2279,169073.07706183312
2280,169073.07706183312
2286,169073.07706183312
2387,169073.07706183312
2389,169073.07706183312
2390,178566.0541508384
2391,169073.07706183312
2392,169073.07706183312
2393,178566.0541508384
2396,169073.07706183312
2397,169073.07706183312
2402,169073.07706183312
2406,169073.07706183312
2407,169073.07706183312
2408,169073.07706183312
2409,169073.07706183312
2410,169073.07706183312
2411,169073.07706183312
2412,141044.81786903925
2413,169073.07706183312
2414,169073.07706183312
2416,169073.07706183312
2417,169073.07706183312
2418,169073.07706183312
2420,169073.07706183312
2421,169073.07706183312
2429,141044.81786903925
2430,169073.07706183312
2431,169073.07706183312
2432,169073.07706183312
2433,169073.07706183312
2434,169073.07706183312
2435,169073.07706183312
2436,169073.07706183312
2437,169073.07706183312
2615,169073.07706183312
2616,169073.07706183312
2617,169073.07706183312
2618,169073.07706183312
2619,169073.07706183312
2641,169073.07706183312
2649,169073.07706183312
2721,169073.07706183312
2723,169073.07706183312
2725,169073.07706183312
2728,169073.07706183312
2730,169073.07706183312
2732,169073.07706183312
2733,169073.07706183312
2734,169073.07706183312
2735,169073.07706183312
2737,169073.07706183312
2740,169073.07706183312
2741,169073.07706183312
2742,169073.07706183312
2744,169073.07706183312
2745,169073.07706183312
2746,169073.07706183312
2747,169073.07706183312
2749,169073.07706183312
2750,169073.07706183312
2751,169073.07706183312
2753,169073.07706183312
2762,169073.07706183312
2763,169073.07706183312
2764,169073.07706183312
2769,169073.07706183312
2770,169073.07706183312
2771,169073.07706183312
1527,180470.34937606368
1777,180470.34937606368
2731,180470.34937606368
2752,152442.09018326981
2757,180470.34937606368
2080,197566.2578474094
2398,197566.2578474094
1515,203264.89400452469
1516,203264.89400452469
1523,203264.89400452469
1528,203264.89400452469
1797,175236.63481173082
1801,203264.89400452469
1802,175236.63481173082
2079,203264.89400452469
2081,203264.89400452469
2083,203264.89400452469
2419,203264.89400452469
2424,203264.89400452469
2755,203264.89400452469
2766,203264.89400452469
1762,214662.16631875519
1780,214662.16631875519
1803,214662.16631875519
2047,214662.16631875519
2058,214662.16631875519
2395,214662.16631875519
2722,214662.16631875519
2729,214662.16631875519
2736,214662.16631875519
2765,214662.16631875519
2425,226059.43863298569
1513,209428.45175442233
1763,237456.71094721626
1800,237456.71094721626
2394,237456.71094721626
2405,237456.71094721626
2428,237456.71094721626
2726,237456.71094721626
2739,237456.71094721626
2743,237456.71094721626
2748,237456.71094721626
2761,237456.71094721626
1517,243155.34710433148
2404,243155.34710433148
2438,243155.34710433148
2724,243155.34710433148
1514,184555.90619961376
1518,248853.98326144676
1774,248853.98326144676
1791,248853.98326144676
1804,248853.98326144676
1959,248853.98326144676
2049,248853.98326144676
2068,248853.98326144676
2082,248853.98326144676
2388,248853.98326144676
2403,248853.98326144676
2415,248853.98326144676
2738,248853.98326144676
2767,248853.98326144676
2768,248853.98326144676
1471,199843.06913380552
2281,199843.06913380552
2282,199843.06913380552
2642,199843.06913380552
1526,362826.706403752
2727,362826.706403752
2772,362826.706403752
2498,169073.07706183312
2807,169073.07706183312
1592,180470.34937606368
1593,180470.34937606368
2198,180470.34937606368
2806,180470.34937606368
1558,203264.89400452469
1595,203264.89400452469
1897,120062.16293419187
2874,203264.89400452469
2879,203264.89400452469
2880,203264.89400452469
1559,113214.35416201723
1898,226059.43863298569
2876,226059.43863298569
2877,226059.43863298569
1594,165651.25219111395
2199,248853.98326144676
2558,248853.98326144676
1557,367502.73656829074
1560,251595.7161406253
2476,362826.706403752
2875,279623.97533341916
1472,223848.75917473668
1473,251877.0183675306
1652,251877.0183675306
1653,251877.0183675306
1962,251877.0183675306
1963,251877.0183675306
1964,251877.0183675306
2283,251877.0183675306
2284,251877.0183675306
2643,251877.0183675306
2644,251877.0183675306
2645,251877.0183675306
2646,251877.0183675306
2647,251877.0183675306
2217,498242.37696486071
2581,56227.992590864655
1601,52165.965413929429
1603,67625.264905095217
1823,67625.264905095217
1914,67625.264905095217
1916,514315.67944363
2129,103712.47828253382
2133,103712.47828253382
2135,108388.50844707259
2211,103712.47828253382
2215,103712.47828253382
2578,103712.47828253382
2582,67625.264905095217
2800,103712.47828253382
2801,49712.432487496291
2887,103712.47828253382
2889,103712.47828253382
2890,103712.47828253382
2892,67625.264905095217
1602,98478.763718200964
1836,126507.02291099483
2131,98478.763718200964
2132,126507.02291099483
2134,126507.02291099483
2212,126507.02291099483
2213,126507.02291099483
2216,126507.02291099483
2219,90419.809533556225
2472,126507.02291099483
2474,98478.763718200964
2575,126507.02291099483
2576,126507.02291099483
2579,126507.02291099483
2792,95095.839698094991
2798,126507.02291099483
2888,126507.02291099483
2891,126507.02291099483
2894,90419.809533556225
2471,137904.29522522539
1833,149301.56753945595
1913,149301.56753945595
2130,121273.30834666209
2218,113214.35416201723
2220,113214.35416201723
2251,555228.73853601329
2577,149301.56753945595
2799,149301.56753945595
2214,160698.8398536864
2470,160698.8398536864
1837,138369.21681800776
1838,286068.83531022217
2136,286068.83531022217
2473,258040.57611742825
2580,249981.62193278351
2893,249981.62193278351
1506,169073.07706183312
1639,169073.07706183312
1641,169073.07706183312
1645,169073.07706183312
1646,169073.07706183312
1647,169073.07706183312
1749,169073.07706183312
1750,169073.07706183312
1949,169073.07706183312
1950,169073.07706183312
1951,169073.07706183312
1952,169073.07706183312
1953,169073.07706183312
1957,169073.07706183312
2044,169073.07706183312
2045,169073.07706183312
2269,141044.81786903925
2271,169073.07706183312
2273,169073.07706183312
2274,169073.07706183312
2275,169073.07706183312
2378,178566.0541508384
2381,169073.07706183312
2382,169073.07706183312
2383,169073.07706183312
2385,169073.07706183312
2386,141044.81786903925
2640,169073.07706183312
2720,169073.07706183312
1508,203264.89400452469
1507,214662.16631875519
1509,214662.16631875519
1638,214662.16631875519
1640,214662.16631875519
1747,214662.16631875519
1748,214662.16631875519
1751,214662.16631875519
1754,186633.90712596127
1954,214662.16631875519
1955,214662.16631875519
1956,214662.16631875519
1958,214662.16631875519
2050,214662.16631875519
2270,214662.16631875519
2272,214662.16631875519
2277,214662.16631875519
2379,214662.16631875519
2384,214662.16631875519
2636,214662.16631875519
2043,237456.71094721626
2276,237456.71094721626
2639,237456.71094721626
1755,243155.34710433148
2380,243155.34710433148
2635,243155.34710433148
2637,243155.34710433148
2046,253530.01342598547
2719,362826.706403752
1493,169073.07706183312
1562,169073.07706183312
1563,169073.07706183312
1731,169073.07706183312
1732,169073.07706183312
1733,169073.07706183312
1734,104775.00000000012
1735,169073.07706183312
1736,169073.07706183312
1839,169073.07706183312
1843,169073.07706183312
1848,169073.07706183312
2018,169073.07706183312
2019,169073.07706183312
2021,141044.81786903925
2137,169073.07706183312
2140,169073.07706183312
2142,169073.07706183312
2145,169073.07706183312
2146,169073.07706183312
2360,169073.07706183312
2361,169073.07706183312
2363,169073.07706183312
2364,169073.07706183312
2479,169073.07706183312
2481,169073.07706183312
2483,169073.07706183312
2484,169073.07706183312
2485,169073.07706183312
2486,169073.07706183312
2489,169073.07706183312
2490,339604.16837995691
2491,169073.07706183312
2702,169073.07706183312
2704,169073.07706183312
2705,169073.07706183312
2706,141044.81786903925
2707,169073.07706183312
2708,169073.07706183312
2709,169073.07706183312
2710,169073.07706183312
2804,169073.07706183312
2808,169073.07706183312
2810,169073.07706183312
2811,169073.07706183312
1567,180470.34937606368
2815,180470.34937606368
2023,203264.89400452469
2148,203264.89400452469
2488,203264.89400452469
2802,203264.89400452469
1565,214662.16631875519
2487,214662.16631875519
2475,226059.43863298569
1845,237456.71094721626
1846,209428.45175442233
2139,237456.71094721626
2149,237456.71094721626
2480,237456.71094721626
2809,237456.71094721626
2812,237456.71094721626
1844,243155.34710433148
2138,243155.34710433148
2141,243155.34710433148
2143,243155.34710433148
2478,243155.34710433148
2818,243155.34710433148
1561,248853.98326144676
1564,248853.98326144676
2703,172096.11216791696
2803,248853.98326144676
2813,248853.98326144676
2814,248853.98326144676
2020,362826.706403752
2144,362826.706403752
2477,362826.706403752
2482,362826.706403752
1608,169073.07706183312
1609,285947.53011597722
1921,169073.07706183312
1922,169073.07706183312
1926,169073.07706183312
2228,169073.07706183312
2232,169073.07706183312
2233,169073.07706183312
2234,169073.07706183312
2235,169073.07706183312
2236,169073.07706183312
2237,169073.07706183312
2591,169073.07706183312
2592,285947.53011597722
2593,285947.53011597722
2594,169073.07706183312
2595,169073.07706183312
2596,169073.07706183312
2597,169073.07706183312
2599,285947.53011597722
2901,169073.07706183312
2902,169073.07706183312
2903,285947.53011597722
2904,285947.53011597722
1610,214662.16631875519
1923,214662.16631875519
1925,214662.16631875519
2229,331536.61937289929
2231,331536.61937289929
2598,214662.16631875519
1924,237456.71094721626
2230,237456.71094721626
2227,283045.80020413833
2590,283045.80020413833
1987,285947.53011597722
2322,285947.53011597722
1484,283045.80020413833
1686,283045.80020413833
1985,283045.80020413833
1986,206287.92911060853
2321,283045.80020413833
2672,399920.25325828244
2673,283045.80020413833
2674,206287.92911060853
2675,399920.25325828244
1599,206287.92911060853
1600,206287.92911060853
2572,206287.92911060853
1908,251877.0183675306
1909,251877.0183675306
1910,251877.0183675306
2210,251877.0183675306
2570,251877.0183675306
2121,96991.236132842023
2399,169073.07706183312
2401,141044.81786903925
1544,103712.47828253382
1824,180470.34937606368
1827,103712.47828253382
1829,103712.47828253382
2110,180470.34937606368
2116,103712.47828253382
2123,103712.47828253382
2796,180470.34937606368
2455,191867.62169029412
2119,120808.3867538796
2459,120808.3867538796
1542,126507.02291099483
1545,126507.02291099483
1546,126507.02291099483
1547,126507.02291099483
1548,126507.02291099483
1549,126507.02291099483
1550,126507.02291099483
1826,126507.02291099483
1828,126507.02291099483
2111,126507.02291099483
2112,203264.89400452469
2113,126507.02291099483
2115,126507.02291099483
2117,126507.02291099483
2118,126507.02291099483
2120,126507.02291099483
2122,126507.02291099483
2124,126507.02291099483
2126,203264.89400452469
2400,203264.89400452469
2456,126507.02291099483
2457,136000.00000000012
2460,126507.02291099483
2461,126507.02291099483
2462,126507.02291099483
2463,126507.02291099483
2465,203264.89400452469
2466,151718.38113592018
2794,72506.9771159573
2795,126507.02291099483
1825,226059.43863298569
2054,226059.43863298569
2114,149301.56753945595
2458,149301.56753945595
2793,226059.43863298569
1543,231758.07479010097
1555,169073.07706183312
1566,169073.07706183312
2150,169073.07706183312
2165,169073.07706183312
2492,169073.07706183312
2496,169073.07706183312
2514,169073.07706183312
2816,169073.07706183312
2817,169073.07706183312
2837,141044.81786903925
1556,175236.63481173082
1568,214662.16631875519
1873,214662.16631875519
1847,237456.71094721626
2819,317237.61714682984
2147,362826.706403752
1577,169073.07706183312
1581,169073.07706183312
1582,169073.07706183312
1583,169073.07706183312
1865,285947.53011597722
1866,169073.07706183312
1867,169073.07706183312
1868,169073.07706183312
1869,169073.07706183312
1870,169073.07706183312
1871,169073.07706183312
1874,169073.07706183312
1875,169073.07706183312
1877,169073.07706183312
1878,169073.07706183312
1879,169073.07706183312
1880,169073.07706183312
1881,169073.07706183312
1885,169073.07706183312
1886,169073.07706183312
1887,169073.07706183312
1888,169073.07706183312
2161,169073.07706183312
2162,169073.07706183312
2163,285947.53011597722
2166,169073.07706183312
2167,169073.07706183312
2171,169073.07706183312
2172,169073.07706183312
2173,169073.07706183312
2176,169073.07706183312
2181,169073.07706183312
2182,169073.07706183312
2183,169073.07706183312
2506,285947.53011597722
2507,285947.53011597722
2508,285947.53011597722
2509,169073.07706183312
2510,169073.07706183312
2511,169073.07706183312
2515,169073.07706183312
2517,169073.07706183312
2518,169073.07706183312
2523,169073.07706183312
2526,169073.07706183312
2527,169073.07706183312
2528,339604.16837995691
2529,169073.07706183312
2530,169073.07706183312
2531,169073.07706183312
2534,169073.07706183312
2537,169073.07706183312
2539,169073.07706183312
2540,285947.53011597722
2831,169073.07706183312
2832,285947.53011597722
2833,285947.53011597722
2835,169073.07706183312
2838,169073.07706183312
2840,169073.07706183312
2845,169073.07706183312
2848,169073.07706183312
2855,169073.07706183312
2858,285947.53011597722
1580,214662.16631875519
1584,214662.16631875519
1872,214662.16631875519
1876,214662.16631875519
1882,214662.16631875519
1883,214662.16631875519
1884,214662.16631875519
1889,214662.16631875519
2160,331536.61937289929
2168,214662.16631875519
2169,214662.16631875519
2170,214662.16631875519
2174,214662.16631875519
2175,214662.16631875519
2177,214662.16631875519
2178,214662.16631875519
2512,214662.16631875519
2516,214662.16631875519
2519,214662.16631875519
2520,214662.16631875519
2521,214662.16631875519
2522,214662.16631875519
2532,214662.16631875519
2533,214662.16631875519
2535,214662.16631875519
2536,214662.16631875519
2538,331536.61937289929
2541,214662.16631875519
2542,214662.16631875519
2830,331536.61937289929
2834,331536.61937289929
2836,214662.16631875519
2839,214662.16631875519
2841,214662.16631875519
